kalfirvach,concepto,pos,categoria,ipa,lengua_origen,raiz_original
banas,nieto,noun,Personas Y Parentesco,/ˈba.nas/,Persa Avéstico / Sánscrito Védico / Griego Koiné,"banā- ""descendiente, nieto"" (Pers) / नपात् napāt ""nieto, descendiente"" (Skt) / ἔγγονος engonos ""nieto, descendiente"" (Gr)"
brafmil,"portador, cargador, sustentador",noun,Personas Y Parentesco,/ˈbraf.mil/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"भृत bhṛta ""portado, llevado"" (Skt) / φορέας phoreas ""portador"" (Gr) / حامل ḥāmil ""portador"" (Ar)"
dara,esposa,noun,Personas Y Parentesco,/ˈda.ra/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"दार dāra ""esposa"" (Skt) / da- ""dar en matrimonio"" (Pers) / δάμαρ damar ""esposa"" (Gr)"
didum,gemelos,noun,Personas Y Parentesco,/ˈdi.dum/,Griego Koiné / Egipcio Demótico,δίδυμος (didymos) 'gemelo' / msn 'nacimiento doble'
gamar,yerno,noun,Personas Y Parentesco,/ˈga.mar/,Griego Koiné / Persa Avéstico,γαμβρός (gambros) 'yerno' / zāmātar- 'yerno'
ghenos,linaje/estirpe,noun,Personas Y Parentesco,/ˈɣe.nos/,Griego Koiné / Persa Avéstico,"γένος (genos) 'linaje, raza' / xratu- 'parentesco'"
huya,hijo,noun,Personas Y Parentesco,/ˈhu.ja/,Griego Koiné / Egipcio Demótico,υἱός (huios) 'hijo' / sꜣ 'hijo'
khara,viuda,noun,Personas Y Parentesco,/ˈxa.ra/,Griego Koiné / Persa Avéstico,χήρα (chēra) 'viuda' / bīwa 'viuda'
kheros,viudo,noun,Personas Y Parentesco,/ˈxe.ros/,Griego Koiné / Persa Avéstico,χήρος (chēros) 'viudo' / biwāye 'viudo'
mama,abuela,noun,Personas Y Parentesco,/ˈma.ma/,Griego Koiné / Egipcio Demótico,μάμμα (mamma) 'abuela' / mw.t 'madre'
manush,persona/ser humano,noun,Personas Y Parentesco,/ˈma.nuʃ/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"मनुष्य manuṣya ""ser humano"" (Skt) / 𐬨𐬀𐬥𐬎𐬱 manus- ""humano"" (Pers) / βροτός brotós ""mortal, humano"" (Gr)"
matum,madre,noun,Personas Y Parentesco,/ˈma.tum/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"मातृ mātṛ ""madre"" (Skt) / μήτηρ mētēr ""madre"" (Gr) / أُمّ ʾumm ""madre"" (Ar)"
namas,nombre,noun,Personas Y Parentesco,/ˈna.mas/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"नामन् nāman ""nombre"" (Skt) / ὄνομα onoma ""nombre"" (Gr) / اِسْم ism ""nombre"" (Ar)"
napbut,benjamín (hijo menor),noun,Personas Y Parentesco,/ˈnap.but/,Persa Avéstico / Griego Koiné,nava- 'nuevo' + bhūya- 'ser' / νεώτερος 'más joven'
nara,hombre adulto,noun,Personas Y Parentesco,/ˈna.ra/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"नर nara ""hombre, varón"" (Skt) / 𐬥𐬀𐬭𐬀 nar- ""hombre"" (Pers) / ἀνήρ anḗr ""hombre, varón"" (Gr)"
nari,mujer,noun,Personas Y Parentesco,/ˈna.ri/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"नारी nārī ""mujer"" (Skt) / زن zan ""mujer"" (Pers /z/→/s/) / γυνή gynḗ ""mujer"" (Gr)"
nimfa,nuera,noun,Personas Y Parentesco,/ˈnim.fa/,Griego Koiné / Egipcio Demótico,"νύμφη (nymphe) 'nuera, novia' / ḥmt 'esposa'"
oikos,clan/familia,noun,Personas Y Parentesco,/ˈo.i.kos/,Griego Koiné / Egipcio Demótico,"οἶκος (oikos) 'casa, familia' / ꜥꜣ 'grupo familiar'"
orfan,huérfano,noun,Personas Y Parentesco,/ˈor.fan/,Griego Koiné / Persa Avéstico,ὀρφανός (orphanos) 'huérfano' / yatīm 'huérfano'
papu,abuelo,noun,Personas Y Parentesco,/ˈpa.pu/,Griego Koiné / Persa Avéstico,πάππος (pappas) 'abuelo' / ptā- 'padre'
pátis,esposo,noun,Personas Y Parentesco,/ˈpa.tis/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"पति pati ""esposo, señor"" (Skt) / πόσις posis ""esposo"" (Gr) / زَوْج zawj ""esposo"" (Ar)"
pentir,suegro,noun,Personas Y Parentesco,/ˈpen.tir/,Griego Koiné / Egipcio Demótico,πενθερός (pentheros) 'suegro' / jt ḥmt 'padre de esposa'
pentira,suegra,noun,Personas Y Parentesco,/ˈpen.ti.ra/,Griego Koiné / Egipcio Demótico,πενθερά (penthera) 'suegra' / mw.t ḥmt 'madre de esposa'
pitar,padre,noun,Personas Y Parentesco,/ˈpi.tar/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"पितृ pitṛ ""padre"" (Skt) / πατήρ patēr ""padre"" (Gr) / أَب ab ""padre"" (Ar)"
prathum,primogénito,noun,Personas Y Parentesco,/ˈpra.θum/,Griego Koiné / Egipcio Demótico,πρωτότοκος (prōtotokos) 'primogénito' / sꜣ n nb.t 'hijo mayor'
theia,tía,noun,Personas Y Parentesco,/ˈθe.i.a/,Griego Koiné / Egipcio Demótico,θεία (theia) 'tía' / mw.t snt 'tía materna'
theios,tío,noun,Personas Y Parentesco,/ˈθe.i.os/,Griego Koiné / Egipcio Demótico,θεῖος (theios) 'tío' / jtj 'padre/tío'
thuktar,hija,noun,Personas Y Parentesco,/ˈθuk.tar/,Griego Koiné / Persa Avéstico,θυγάτηρ (thygater) 'hija' / duxtar 'hija'
vitmatar,madrastra,noun,Personas Y Parentesco,/ˈwit.ma.tar/,Griego Koiné / Persa Avéstico,μητρυιά (mētruia) 'madrastra' / vida- + mātar- 'madre'
vitpitar,padrastro,noun,Personas Y Parentesco,/ˈwit.pi.tar/,Griego Koiné / Persa Avéstico,πατρυιός (patruios) 'padrastro' / vida- 'segundo' + pitar- 'padre'
rachatmi,"humano, ser humano (persona como especie)",noun,Personas Y Parentesco,/raˈtʃat.mi/,Copto / Egipcio Demótico / Persa Avéstico / Tibetano,"ⲣⲱⲙⲉ rōme ""hombre, ser humano"" (Cop) / rmṯ ""personas, humanidad"" (Dem) / 𐬨𐬀𐬭𐬆𐬙𐬌𐬌𐬀 marətiia ""mortal, humano"" (Av) / མི mi ""persona, humano"" (Tib)"
akrap,"escorpión, alacrán",noun,Animales,/ˈa.krap/,Árabe esotérico / Persa Avéstico,عقرب (ʿaqrab) 'escorpión' / کژدم (každum) 'escorpión'
ashp,caballo,noun,Animales,/ˈaʃp/,Sánscrito Védico / Persa Avéstico / Griego Koiné,अश्व (aśva) 'caballo' / 𐬀𐬯𐬞𐬀 (aspa) 'caballo' / ἵππος (hippos) 'caballo'
bekbak,"rana, sapo, anfibio",noun,Animales,/bekˈbak/,Sánscrito Védico / Griego Koiné / Persa,"भेक bheka ""rana"" (Skt) / βάτραχος batrakhos ""rana"" (Gr) / قورباغه qūrbāghe ""rana"" (Pers)"
brambūr,abeja,noun,Animales,/bramˈbuːr/,Sánscrito Védico / Griego Koiné / Persa,"भ्रमर bhramara ""abeja"" (Skt) / μέλισσα melissa ""abeja"" (Gr) / زنبور zanbūr ""abeja"" (Pers)"
bum,"búho, lechuza, ave nocturna",noun,Animales,/ˈbum/,Árabe esotérico / Persa Avéstico,بوم (būm) 'búho' / جغد (joġd) 'búho'
buza,cabra,noun,Animales,/ˈbu.za/,Persa Avéstico / Árabe esotérico,𐬠𐬏𐬰𐬀 (būza) 'cabra' / ماعز (māʿiz) 'cabra'
delp,"delfín, cetáceo, mamífero marino",noun,Animales,/ˈdelp/,Griego Koiné / Árabe esotérico,δελφίς (delphís) 'delfín' / دلفين (dulfīn) 'delfín'
dik,"gallo, gallina, ave de corral",noun,Animales,/ˈdik/,Árabe esotérico / Persa Avéstico,ديك (dīk) 'gallo' / خروس (xorus) 'gallo'
gapak,"vaca, toro, res, ganado vacuno",noun,Animales,/ˈga.pak/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"गो go ""vaca, toro"" (Skt) / 𐬔𐬀𐬊 gao ""vaca"" (Pers) / βοῦς boûs ""buey, vaca"" (Gr)"
ghanam,"oveja, carnero, rebaño ovino",noun,Animales,/ˈɣa.nam/,Árabe esotérico / Persa Avéstico,"غنم (ġanam) 'ganado ovino, oveja' / گوسفند (gōsfand) 'oveja'"
hastfil,elefante,noun,Animales,/ˈhast.fil/,Sánscrito Védico / Griego Koiné / Persa,"हस्तिन् hastin ""elefante"" (Skt) / ἐλέφας elephas ""elefante"" (Gr) / فیل fīl ""elefante"" (Pers)"
jamal,camello,noun,Animales,/ˈja.mal/,Árabe esotérico / Persa Avéstico,جمل (jamal) 'camello' / 𐬎𐬱𐬙𐬭𐬀 (uštra) 'camello'
kapi,"mono, simio, primate",noun,Animales,/ˈka.pi/,Sánscrito Védico / Egipcio Demótico / Griego Koiné,"कपि kapi ""mono"" (Skt) / ky (kī) ""mono, babuino"" (Egi) / πίθηκος píthēkos ""mono, simio"" (Gr)"
kirimi,gusano,noun,Animales,/ˈki.ri.mi/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"कृमि kṛmi ""gusano"" (Skt) / کرم kerm ""gusano"" (Pers) / σκώληξ skōlēx ""gusano"" (Gr)"
korak,"cuervo, córvido",noun,Animales,/ˈko.rak/,Griego Koiné / Árabe esotérico,κόραξ (korax) 'cuervo' / غراب (ġurāb) 'cuervo'
kurmaf,"tortuga, galápago",noun,Animales,/ˈkur.maf/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"कूर्म kūrma ""tortuga"" (Skt) / χελώνη chelōnē ""tortuga"" (Gr) / سُلَحْفَاة sulaḥfāh ""tortuga"" (Ar)"
khinas,"cerdo, puerco, jabalí",noun,Animales,/ˈxi.nas/,Árabe esotérico / Griego Koiné,"خنزير (ḫinzīr) 'cerdo' / χοῖρος (choiros) 'cerdo, cochinillo'"
matsi,pez/pescado,noun,Animales,/ˈmat.si/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"मत्स्य matsya ""pez"" (Skt) / ماهی māhi ""pez"" (Pers) / ἰχθύς ichthýs ""pez"" (Gr)"
mau,gato,noun,Animales,/ˈma.u/,Egipcio Demótico / Persa Avéstico,"mjw (miu) 'gato' / گربه (gurba) 'gato', پشک (pišak) 'gato'"
mush,"rata, ratón, roedor",noun,Animales,/ˈmuʃ/,Persa Avéstico / Griego Koiné,"موش (mūš) 'ratón' / μῦς (mȳs) 'ratón, roedor'"
nisar,"águila, ave rapaz mayor",noun,Animales,/ˈni.sar/,Árabe esotérico / Persa Avéstico,"نسر (nasr) 'águila, buitre' / عقاب (ʿuqāb) 'águila'"
sarpa,serpiente,noun,Animales,/ˈsar.pa/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"सर्प sarpa ""serpiente"" (Skt) / 𐬯𐬀𐬭𐬆𐬞𐬀 sarəpa- ""serpiente"" (Pers) / ὄφις óphis ""serpiente"" (Gr)"
shir,"león, fiera, depredador mayor",noun,Animales,/ˈʃir/,Persa Avéstico / Árabe esotérico,شیر (šīr) 'león' / أسد (asad) 'león' (forma dialectal šir)
shwan,perro,noun,Animales,/ˈʃwan/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"श्वन् śván ""perro"" (Skt) / spa- ""perro"" (Pers) / κύων kýōn ""perro"" (Gr)"
timas,"cocodrilo, lagarto acuático mayor",noun,Animales,/ˈti.mas/,Árabe esotérico / Copto,تمساح (timsāḥ) 'cocodrilo' / ⲙⲥⲁϩ (msah) 'cocodrilo'
waya,pajaro/ave,noun,Animales,/ˈwa.ja/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"वयस् vayas ""pájaro"" (Skt) / vaiia- ""ave"" (Pers) / πτηνόν ptēnón ""pájaro, ave"" (Gr)"
yukas,piojo,noun,Animales,/ˈju.kas/,Sánscrito Védico / Árabe esotérico / Griego Koiné,"यूक yūka ""piojo"" (Skt) / قمل qaml ""piojo"" (Ar /q/→/k/) / κόνις konis ""liendre, piojo"" (Gr)"
pashwan,"animal, ser animado, criatura",noun,Animales,/ˈpaʃ.wan/,Sánscrito Védico / Árabe esotérico / Tibetano Clásico / Griego Koiné,paśu 'animal' (Skt) / ḥayawān 'animal' (Ar) / sems can 'ser sintiente' (Tib) / zôon 'animal' (Gr)
khayta,"pájaro, ave",noun,Animales,/ˈxaj.ta/,Sánscrito Védico / Árabe esotérico / Tibetano Clásico / Persa Avéstico,khaga 'pájaro' (Skt) / ṭayr 'pájaro' (Ar) / bya 'pájaro' (Tib) / mərəγa- 'ave' (Pers/Av)
byabstak,tigre,noun,Animales,/bja.ˈstak/,Sánscrito Védico / Árabe esotérico / Tibetano Clásico / Griego Koiné,vyāghra 'tigre' (Skt) / babr 'tigre' (Ar) / stag 'tigre' (Tib) / tígris 'tigre' (Gr)
sapan,"perro, can",noun,Animales,/ˈsa.pan/,Sánscrito Védico / Árabe esotérico / Tibetano Clásico / Griego Koiné,śvan 'perro' (Skt) / kalb 'perro' (Ar) / khyi 'perro' (Tib) / kýōn 'perro' (Gr)
isoli,lobo,noun,Animales,/i.ˈso.li/,Sánscrito / Griego / Árabe,Sánscrito Védico वृक (vṛka) /ˈʋr̩.kɐ/; Griego Koiné λύκος (lýkos) /ˈly.kos/; Árabe esotérico ذئب (dhi'b) /ðiʔb/
besol,zorro,noun,Animales,/ˈbe.sol/,Sánscrito / Griego / Árabe,Sánscrito क्रोष्टृ (kroṣṭṛ) /ˈkroːʂ.ʈr̩/; Griego ἀλώπηξ (alṓpēx) /aˈlɔː.pɛːks/; Árabe ثعلب (tha'lab) /ˈθaʕ.lab/
darus,oso,noun,Animales,/ˈda.rus/,Sánscrito / Griego / Árabe,Sánscrito ऋक्ष (ṛkṣa) /ˈr̩k.ʂɐ/; Griego ἄρκτος (árktos) /ˈark.tos/; Árabe دب (dubb) /dubb/
lemep,ciervo,noun,Animales,/ˈle.mep/,Sánscrito / Griego / Persa,Sánscrito मृग (mṛga) /ˈmr̩.ɡɐ/; Griego ἔλαφος (élaphos) /ˈe.la.pʰos/; Persa گوزن (gavazn) /ɡæˈvæzn/
lakin,conejo,noun,Animales,/ˈla.kin/,Sánscrito / Griego / Árabe,Sánscrito शश (śaśa) /ˈɕɐ.ɕɐ/; Griego κύνικλος (kýniklos) /ˈky.ni.klos/; Árabe أرنب (arnab) /ˈʔar.nab/
ikino,ardilla,noun,Animales,/i.ˈki.no/,Sánscrito / Griego / Persa,Sánscrito वृक्षमार्जार (vṛkṣamārjāra) /ʋr̩k.ʂɐ.mɑːr.dʒɑː.rɐ/; Griego σκίουρος (skíouros) /ˈski.u.ros/; Persa سنجاب (sanjāb) /sænˈdʒɒːb/
siner,murciélago,noun,Animales,/ˈsi.ner/,Sánscrito / Griego / Árabe,Sánscrito वाजिन् (vājin) /ˈʋɑː.dʒin/; Griego νυκτερίς (nykterís) /nyk.teˈris/; Árabe خفاش (khuffāsh) /xufˈfɑːʃ/
pikle,erizo,noun,Animales,/ˈpik.le/,Sánscrito / Griego / Persa,Sánscrito शल्य (śalya) /ˈɕɐl.jɐ/; Griego ἐχῖνος (ekhînos) /eˈkʰiː.nos/; Persa خارپشت (khārpusht) /xɒːɾˈpuʃt/
dipsū,tejón,noun,Animales,/dip.ˈsuː/,Sánscrito / Griego / Persa,Sánscrito बिज्ज (bijja) /ˈbid.dʒɐ/; Griego ἀσπάλαξ (aspálax) /asˈpa.laks/; Persa گورکن (gūrkan) /ɡuːɾˈkæn/
nibes,nutria,noun,Animales,/ˈni.bes/,Sánscrito / Griego / Persa,Sánscrito उद्र (udra) /ˈud.ɾɐ/; Griego ἔνυδρις (énydris) /ˈe.ny.dris/; Persa سمور آبی (samur-e ābī) /sæˈmuɾ ɒːˈbiː/
lapdu,topo,noun,Animales,/ˈlap.du/,Sánscrito / Griego / Árabe,Sánscrito आखु (ākhu) /ˈɑː.kʰu/; Griego ἀσπάλαξ (aspálax) /asˈpa.laks/; Árabe خلد (khuld) /xuld/
benke,mofeta,noun,Animales,/ˈben.ke/,Sánscrito / Griego / Persa,Sánscrito विड् (viḍ) /ʋiɖ/; Griego ἴκτις (íktis) /ˈik.tis/; Persa گورکن بدبو (gūrkan-e badbū) /ɡuːɾˈkæn e bædˈbuː/
nītra,rinoceronte,noun,Animales,/ˈniːt.ra/,Sánscrito / Griego / Árabe,Sánscrito खड्ग (khaḍga) /ˈkʰɐɖ.ɡɐ/; Griego ῥινόκερως (rhinókerōs) /r̥iˈno.ke.rɔːs/; Árabe خرتيت (kharītīt) /xaˈriː.tiːt/
nopta,hipopótamo,noun,Animales,/ˈnop.ta/,Griego / Sánscrito / Árabe,Griego ἱπποπόταμος (hippopótamos) /hip.poˈpo.ta.mos/; Sánscrito गण्डक (gaṇḍaka) /ˈɡɐɳ.ɖɐ.kɐ/; Árabe فرس النهر (faras an-nahr) /fa.ras anˈnahr/
pilri,jirafa,noun,Animales,/ˈpil.ri/,Sánscrito / Griego / Árabe,Sánscrito चित्रोष्ट्र (citroṣṭra) /t͡ʃitˈroːʂ.ʈrɐ/; Griego καμηλοπάρδαλις (kamēlopárdalis) /ka.mɛː.loˈpar.da.lis/; Árabe زرافة (zirāfa) /ziˈrɑː.fa/
līpoh,cebra,noun,Animales,/ˈliː.poh/,Sánscrito / Griego / Árabe,Sánscrito कृष्णाश्व (kṛṣṇāśva) /kr̩ʂˈɳɑː.ɕʋɐ/; Griego ἵππος ἴουλος (híppos íoulos) /ˈhip.pos ˈi.uː.los/; Árabe حمار وحشي (ḥimār waḥshī) /ħiˈmɑːr waħˈʃiː/
ībūlo,búfalo,noun,Animales,/ˈiː.buː.lo/,Sánscrito / Griego / Persa,Sánscrito महिष (mahiṣa) /ˈmɐ.ɦi.ʂɐ/; Griego βούβαλος (boúbalos) /ˈbuː.ba.los/; Persa گاومیش (gāvmīsh) /ɡɒːvˈmiːʃ/
kīrda,antílope,noun,Animales,/ˈkiːr.da/,Sánscrito / Griego / Árabe,Sánscrito एण (eṇa) /ˈeː.ɳɐ/; Griego δορκάς (dorkás) /dorˈkas/; Árabe ظبي (ẓabī) /ðˤaˈbiː/
lemīr,alce,noun,Animales,/le.ˈmiːr/,Sánscrito / Griego / Persa,Sánscrito मस्कारी (maskārī) /mɐsˈkɑː.riː/; Griego ἄλκη (álkē) /ˈal.kɛː/; Persa گوزن شمالی (gavazn-e shomālī) /ɡæˈvæzn-e ʃoˈmɒːliː/
hilit,ballena,noun,Animales,/ˈhi.lit/,Sánscrito / Griego / Árabe,Sánscrito तिमि (timi) /ˈti.mi/; Griego φάλαινα (phálaina) /ˈpʰa.lɛː.na/; Árabe حوت (hūt) /huːt/
kitro,orca,noun,Animales,/ˈkit.ro/,Sánscrito / Griego / Árabe,Sánscrito तिमिङ्गिल (timiṅgila) /tiˈmiŋ.ɡi.lɐ/; Griego ὄρυξ (óryx) /ˈo.ryks/; Árabe حوت قاتل (hūt qātil) /huːt ˈqɑː.til/
punla,foca,noun,Animales,/ˈpun.la/,Sánscrito / Griego / Árabe,Sánscrito कुलिङ्ग (kuliṅga) /kuˈliŋ.ɡɐ/; Griego φώκη (phṓkē) /ˈpʰɔː.kɛː/; Árabe فقمة (fuqma) /ˈfuq.ma/
hikos,morsa,noun,Animales,/ˈhi.kos/,Sánscrito / Griego / Persa,Sánscrito दन्तितिमि (dantitimi) /dɐnˈti.ti.mi/; Griego ὁδόκαιρος (hodókairos) /hoˈdo.kɛː.ros/; Persa گراز دریایی (gorāz-e daryāyī) /ɡoˈɾɒːz-e dæɾˈjɒːjiː/
riknē,halcón,noun,Animales,/rik.ˈneː/,Sánscrito / Griego / Árabe,Sánscrito श्येन (śyena) /ˈɕjeː.nɐ/; Griego ἱέραξ (hiérax) /hiˈe.raks/; Árabe صقر (ṣaqr) /sˤaqr/
siknī,gavilán,noun,Animales,/sik.ˈniː/,Sánscrito / Griego / Persa,Sánscrito श्येन (śyena) /ˈɕjeː.nɐ/; Griego κιρκίνος (kirkínos) /kirˈki.nos/; Persa قرقی (qorqī) /ɢoɾˈɢiː/
risip,buitre,noun,Animales,/ˈri.sip/,Sánscrito / Griego / Árabe,Sánscrito गृध्र (gṛdhra) /ˈɡr̩d̪ʱ.ɾɐ/; Griego γύψ (gýps) /ɡyps/; Árabe نسر (nisr) /nisr/
hepis,paloma,noun,Animales,/ˈhe.pis/,Sánscrito / Griego / Árabe,Sánscrito पारावत (pārāvata) /pɑːˈrɑː.ʋɐ.tɐ/; Griego περιστερά (peristerá) /pe.ri.steˈra/; Árabe حمام (ḥamām) /ħaˈmɑːm/
reset,gorrión,noun,Animales,/ˈre.set/,Sánscrito / Griego / Persa,Sánscrito चटक (caṭaka) /ˈt͡ʃɐ.ʈɐ.kɐ/; Griego στρουθός (strouthós) /struːˈtʰos/; Persa گنجشک (gonjeshk) /ɡonˈdʒeʃk/
bipek,golondrina,noun,Animales,/ˈbi.pek/,Sánscrito / Griego / Persa,Sánscrito अभ्रक (abhraka) /ˈɐbʱ.ɾɐ.kɐ/; Griego χελιδών (khelidṓn) /kʰe.liˈdɔːn/; Persa پرستو (parastū) /pæɾæsˈtuː/
kutbi,loro,noun,Animales,/ˈkut.bi/,Sánscrito / Griego / Árabe,Sánscrito शुक (śuka) /ˈɕu.kɐ/; Griego ψιττακός (psittakós) /psit.taˈkos/; Árabe ببغاء (babaghā') /ba.baˈɣɑːʔ/
mupnū,tucán,noun,Animales,/mup.ˈnuː/,Sánscrito / Griego / Árabe,Sánscrito चञ्चु (cañcu) /ˈt͡ʃɐɲ.t͡ʃu/; Griego ῥάμφος (rhámphos) /ˈr̥am.pʰos/; Árabe طوقان (ṭūqān) /tˤuːˈqɑːn/
kenmū,pavo,noun,Animales,/ken.ˈmuː/,Sánscrito / Griego / Persa,Sánscrito ग्राम्यकुक्कुट (grāmyakukkuṭa) /ɡrɑːm.jɐˈkuk.ku.ʈɐ/; Griego μελεαγρίς (meleagrís) /me.le.aˈɡris/; Persa بوقلمون (būqalamūn) /buː.ɣæ.læˈmuːn/
atame,pato,noun,Animales,/a.ˈta.me/,Sánscrito / Griego / Árabe,Sánscrito हंस (haṃsa) /ˈɦɐm.sɐ/; Griego νῆττα (nētta) /ˈnɛːt.ta/; Árabe بط (baṭṭ) /batˤtˤ/
nosem,ganso,noun,Animales,/ˈno.sem/,Sánscrito / Griego / Persa,Sánscrito हंस (haṃsa) /ˈɦɐm.sɐ/; Griego χήν (khḗn) /kʰɛːn/; Persa غاز (ghāz) /ɣɒːz/
zihas,cisne,noun,Animales,/ˈzi.has/,Sánscrito / Griego / Árabe,Sánscrito हंस (haṃsa) /ˈɦɐm.sɐ/; Griego κύκνος (kýknos) /ˈky.knos/; Árabe إوز عراقي (iwazz 'irāqī) /ʔi.wazz ʕiˈrɑː.qɪː/
vībeh,garza,noun,Animales,/ˈviː.beh/,Sánscrito / Griego / Persa,Sánscrito बक (baka) /ˈbɐ.kɐ/; Griego ἐρῳδιός (erōidiós) /e.rɔːi.diˈos/; Persa حواصیل (havāṣīl) /hævɒːˈsiːl/
saple,cigüeña,noun,Animales,/ˈsap.le/,Sánscrito / Griego / Árabe,Sánscrito सारस (sārasa) /ˈsɑː.rɐ.sɐ/; Griego πελαργός (pelargós) /pe.larˈɡos/; Árabe لقلق (laqlaq) /ˈlaq.laq/
tiris,flamenco,noun,Animales,/ˈti.ris/,Sánscrito / Griego / Árabe,Sánscrito रक्तहंस (raktahaṃsa) /rɐk.tɐˈɦɐm.sɐ/; Griego φοινικόπτερος (phoinikópteros) /pʰoi.niˈko.pte.ros/; Árabe نحام (nuḥām) /nuˈħaːm/
pīsil,pingüino,noun,Animales,/ˈpiː.sil/,Sánscrito / Griego / Persa,Sánscrito जलपक्षी (jalapakṣī) /dʒɐ.lɐˈpɐk.ʂiː/; Griego σπηνίσκος (spēnískos) /spɛːˈnis.kos/; Persa پنگوئن (penguen) /peɲˈɡuːen/
rosap,avestruz,noun,Animales,/ˈro.sap/,Sánscrito / Griego / Árabe,Sánscrito उष्ट्रपक्षी (uṣṭrapakṣī) /uʂ.ʈrɐˈpɐk.ʂiː/; Griego στρουθιοκάμηλος (strouthiokámēlos) /struː.tʰi.oˈka.mɛː.los/; Árabe نعامة (na'āma) /naˈʕɑː.ma/
